id;marche;SOURCE;DT_UPDATE;DT_ARRETE;NU_CNT;NOM_CLI;CD_INT_STC;CD_PRD;PTGST;DT_EFF_AFN_CNT;DT_EFF_RESIL_CNT;DT_ECH_AN_CNT;CD_APERIT;TXACPT;INDICE_CNT;NBRE_SITES;CDSIREN;CDTRE_CNT;CDNAF;LCI_G;RESEAU;NM_INT;INTERNATIONAL;SOUS_LIMITE_EV_NAT;MONTANT;SOUS_LIMITE;COMMENTAIRE;BATCH;DICID;ID_SITE;NOM_SITE;DT_MAJ_SITE;DATE_VISITE_SITE;STOCK;CDTRE_1;CDNAF_1;CD_SIRET;QUALITE_JURID;USAGE;TYPE_BIEN;TYPE_RESIDENCE;ETAGE;EXCL_RISQ_LOCATIFS;EXCL_RISQ_BAT;NB_PIECE;SURFACE;SURFACE_DPDCE;PRIME_TTC;PRIME_PTF_ANN_HT;BATIMENT_CLASSE;BATIMENT_OCCUPE;PISCINES;HOTEL_NB_ETOILES;HOTEL_RESTAURANT;HOTEL_NB_CHB;LCI_BAT_CLASSE;LCI_GRD_RISQ;LCI_DEPENDANCE;DATE_EFFET_CAPITAUX;INDICE_CAPITAUX_MURS_BATIMENTS;CAPITAUX_MURS_BATIMENTS;CONTENU;INDICE_CAPITAUX_CONTENU;CAPITAUX_CONTENU;INDICE_CAPITAUX_MATERIELS;CAPITAUX_MATERIEL;INDICE_CAPITAUX_MARCHANDISES;CAPITAUX_MARCHANDISES;INDICE_CAPITAUX_ASS_MH_HLL_CARAV;CAPITAUX_ASS_MH_HLL_CARAV;INDICE_CAPITAUX_DEPENDANCE;CAPITAUX_DEPENDANCE;INDICE_CAPITAUX_COMPL;CAPITAUX_COMPL;INDICE_CAPITAUX_DD;CAPITAUX_DD;MARGE_BRUTE;PERIODE_INDEM_PE;CHIFFAFF_SITE;PERTE_LOYER;INDICE_VAL_PE;VAL_PE;SMP_INITIAL;LCI_GLOB;LCI_ATTENTAT;FRANCHISE_GLOB;UNI_FRAN_GLOB;MIN_FRAN_GLOB;MAX_FRAN_GLOB;FRANCHISE_INC;UNI_FRAN_INC;FRANCHISE_DDE;UNI_FRAN_DDE;FRANCHISE_PE;UNI_FRAN_PE;LIMITE_TGN;FRANCHISE_TGN;UNI_FRAN_TGN;MIN_FRAN_TGN;MAX_FRAN_TGN;NUM_VOIE_SITE;RUE_SITE;NUM_RUE_SITE;LIEU_DIT_SITE;CP_SITE;VILLE_SITE;ADRESSE_SITE;PAYS_SITE;COORD_X_SITE;COORD_Y_SITE;QUALITE_GEOCODAGE;LIMITE_INOND;FRANCHISE_INOND;UNI_FRAN_INOND;LIMITE_TREMB;FRANCHISE_TREMB;UNI_FRAN_TREMB;LIMITE_EMEUTES;FRANCHISE_EMEUTES;UNI_FRAN_EMEUTES;LIMITE_TOC;FRANCHISE_TOC;UNI_FRAN_TOC;TYPE_SITE;CEDANTE;ID_GAREAT;APERITEUR;NOM_APERITEUR;POL_APERITEUR;CD_SIREN_SIRET;CDNAF_GAREAT;LIBNAF_GAREAT;CDSIC;LIBSIC;TX_DEROG_ATT;LCI_MULTISITE;CAPITAUX_TT;RSQ_NUCLEAIRE;RSQ_SEVESO;TRC_TRME;MULTI_SITE;PORTEE_LIGNE;CD_GAR_CAR_FOURNIS;GAR_CAR_FOURNIS;CAR_FOURNIS_NNDENOM;CAR_FOURNIS_ENERGIE;CD_CAR_CLIENT;CAR_CLIENT;CAR_CLIENT_NNDENOM;CAR_CLIENT_ENERGIE;COM_GAREAT;CD_LC360;DICID_SITE
1222458;RI&GAR;;2024-04-12;2026-03-03;58564615;"SAS ANGLEDIS";108919;00640;N17;;;;C;60;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS ANGLEDIS";a-1;"CC ELECLERC";2024-04-12;;1;;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;7324908;;;26865114;;17766950;;9098164;;;;;;;;34190022;34235694;24;;;;68471388;;;;;;;;;;;;;;;;;;;1;"Avenue De Tavel";"1 Avenue De Tavel";;30240;"Les Angles";"1 Avenue De Tavel, 30133 Les Angles";FRANCE;4.74787;43.96032;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;102661410;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1222459;RI&GAR;;2024-04-12;2026-03-03;58564615;"SAS ANGLEDIS";108919;00640;N17;;;;C;60;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS ANGLEDIS";a-2;"KAZE DECO";2024-04-12;;1;;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1056769;;;342874;;209541;;133333;;;;;;;;1399643;0;12;;;;0;;;;;;;;;;;;;;;;;;;1;"Avenue De Tavel";"1 Avenue De Tavel";;30240;"Les Angles";"1 Avenue De Tavel, 30133 Les Angles";FRANCE;4.74771;43.96092;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;1399643;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1222460;RI&GAR;;2024-04-12;2026-03-03;58564615;"SAS ANGLEDIS";108919;00640;N17;;;;C;60;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS ANGLEDIS";a-3;ANVERLEC;2024-04-12;;1;;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1056769;;;342874;;209541;;133333;;;;;;;;1399643;0;12;;;;0;;;;;;;;;;;;;;;;;;;1;"Avenue De Tavel";"1 Avenue De Tavel";;30240;"Les Angles";"1 Avenue De Tavel, 30133 Les Angles";FRANCE;4.74787;43.96032;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;1399643;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1222461;RI&GAR;;2024-04-12;2026-03-03;58564615;"SAS ANGLEDIS";108919;00640;N17;;;;C;60;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS ANGLEDIS";a-4;"EURL NANOU";2024-04-12;;1;;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1056769;;;342874;;209541;;133333;;;;;;;;1399643;0;12;;;;0;;;;;;;;;;;;;;;;;;;9;"Avenue De Balcère";"9 Avenue De Balcère";;66300;"Les Angles";"9 Avenue De Balcère, 66210 Les Angles";FRANCE;2.07408;42.57936;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;1399643;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
1850491;RI&GAR;;2025-12-12;2026-03-03;000001;"test ";152099;01065;;;;01/01;A;100;R.I.;4;;;;19900000;Agence;;0;;;;;0;"test decembre";1;;2023-03-24;2026-01-23;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2026-01-23;;9061099;;;12616777;;;;;;;;;;;;21677876;;18;;;;18368464;;;;;;;;;;;;;;;;;;;;;"ABC MINET 25 RUE LOUIS CHATIN";;42400;"SAINT CHAMOND";;FRANCE;5.01010101;46.01010101;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;40046340;N;N;N;Oui;NSP;N;;;;O;;;;;;LECORMA
1850493;RI&GAR;;2025-12-12;2026-03-03;000001;"test ";152099;01065;;;;01/01;A;100;R.I.;4;;;;19900000;Agence;;0;;;;;0;"test decembre";2;;2023-03-24;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;0;;;250000;;;;;;;;;;;;250000;;18;;;;1;;;;;;;;;;;;;;;;;;;;;"LE BROC ZI CAROSSE, 18EME RUE";;06510;"LE BROC";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;250001;N;N;N;Oui;;N;;;;O;;;;;;MAGNINJ
1850495;RI&GAR;;2025-12-12;2026-03-03;000001;"test ";152099;01065;;;;01/01;A;100;R.I.;4;;;;19900000;Agence;;0;;;;;0;"test decembre";3;;2023-03-24;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;1331093;;;2300000;;;;;;;;;;;;3631093;;18;;;;1;;;;;;;;;;;;;;;;;;;;;"ABC MINET BOUC BEL AIR-ST GENEVIEVE DES BOISTRESSES  137 Rue Louis Lépine";;13320;"BOUC BEL AIR";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;3631094;N;N;N;Oui;;N;;;;O;;;;;;MAGNINJ
1850497;RI&GAR;;2025-12-12;2026-03-03;000001;"test ";152099;01065;;;;01/01;A;100;R.I.;4;;;;19900000;Agence;;0;;;;;0;"test decembre";4;;2022-03-25;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;2000000;;;5750000;;;;;;;;;;;;7750000;;18;;;;1;;;;;;;;;;;;;;;;;;;;;"605 Rue de la Rive";;42320;"LA GRAND CROIX";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;7750001;N;N;N;Oui;;N;;;;O;;;;;;MAGNINJ
1322262;IMM;;2023-08-11;2026-03-03;62514961;"FORTIS LEASE FRANCE";4A4046;00640;M12;2023-01-01;;01/01;A;100;F.F.B.;4;;;;6000000;;"ENVERGURE CONSEIL-DIOT EST";0;;;;;0;;a-1;;2024-07-16;;1;;;;PNO;"Non Renseigné";NR;;;N;N;;0.01;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"ZAC du Barrage -Bld de Finlande";;;54470;Pompey;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;DEALMEH
1322263;IMM;;2023-08-11;2026-03-03;62514961;"FORTIS LEASE FRANCE";4A4046;00640;M12;2023-01-01;;01/01;A;100;F.F.B.;4;;;;6000000;;"ENVERGURE CONSEIL-DIOT EST";0;;;;;0;;a-2;;2024-07-16;;1;;;;PNO;"Non Renseigné";NR;;;N;N;;0.01;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Quartier des Equipages – rue St Eloi";;;71480;"Montceau les Mines";;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;DEALMEH
1322264;IMM;;2023-08-11;2026-03-03;62514961;"FORTIS LEASE FRANCE";4A4046;00640;M12;2023-01-01;;01/01;A;100;F.F.B.;4;;;;6000000;;"ENVERGURE CONSEIL-DIOT EST";0;;;;;0;;a-3;;2024-07-16;;1;;;;PNO;"Non Renseigné";NR;;;N;N;;0.01;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Lieu dit La Sapinette – Zac Coriolis";;;77890;Torcy;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;DEALMEH
1322265;IMM;;2023-08-11;2026-03-03;62514961;"FORTIS LEASE FRANCE";4A4046;00640;M12;2023-01-01;;01/01;A;100;F.F.B.;4;;;;6000000;;"ENVERGURE CONSEIL-DIOT EST";0;;;;;0;;a-4;;2024-07-16;;1;;;;PNO;"Non Renseigné";NR;;;N;N;;0.01;;;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"107 à 109 avenue Carraz";;;21410;Chenove;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;DEALMEH
1826453;IMM;;2025-09-02;2026-03-03;60771612;"SIGA PROVENCE";;;M12;;;;A;100;R.I.;4;;;;0;;;0;;;;;0;;1;;2023-07-24;;1;;;;;NR;NR;;;N;N;;8300;;;;N;N;0;0;N;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;"11 AV DU GEN LECLERC BALNEO ALADIN";;65110;CAUTERETS;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;THEVENO
1826455;IMM;;2025-09-02;2026-03-03;60771612;"SIGA PROVENCE";;;M12;;;;A;100;R.I.;4;;;;0;;;0;;;;;0;;2;;2023-07-24;;1;;;;;NR;NR;;;N;N;;18903;;;;N;N;0;0;N;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;"96- 98 REPUBLIQUE / C - BAT. A/B/C & GARAGES & PISCINE";;13400;AUBAGNE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;THEVENO
1826457;IMM;;2025-09-02;2026-03-03;60771612;"SIGA PROVENCE";;;M12;;;;A;100;R.I.;4;;;;0;;;0;;;;;0;;3;;2023-07-24;;1;;;;;NR;NR;;;N;N;;8565;;;;N;N;0;0;N;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;"96/98 RUE DE LA REPUBLIQUE / BAT.D";;13400;AUBAGNE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;THEVENO
1826459;IMM;;2025-09-02;2026-03-03;60771612;"SIGA PROVENCE";;;M12;;;;A;100;R.I.;4;;;;0;;;0;;;;;0;;4;;2023-07-24;;1;;;;;NR;NR;;;N;N;;7614;;;;N;N;0;0;N;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;"96/98 RUE DE LA REPUBLIQUE / BAT.E";;13400;AUBAGNE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;THEVENO
982528;PROF;V5;2022-12-30;2026-03-03;58709394;"ATELIERS DE L'IMAGE";;01014;N07;2017-12-31;;31/12;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;1-1;MARSEILLE;2022-12-30;2023-01-10;1;;;;LOC;E;AUT;;;N;N;;600;;;;N;N;0;0;N;0;;;;2023-01-10;;;;;190000;;;;;;;;;;;;;;;;;;480000;;;;;;;;;;;;;;;;;;;40;"RUE BORDE";;;13008;MARSEILLE;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;480000;N;N;N;Oui;NSP;N;;;;O;;;;;;VOSS
982529;PROF;V5;2022-12-30;2026-03-03;58709394;"ATELIERS DE L'IMAGE";;01014;N07;2017-12-31;;31/12;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;2-1;MARSEILLE;2022-12-30;2023-01-10;1;;;;LOC;E;AUT;;;N;N;;155;;;;N;N;0;0;N;0;;;;2023-01-10;;;;;20000;;;;;;;;;;;;;;;;;;40000;;;;;;;;;;;;;;;;;;;38;"BLD PERIER";;;13008;MARSEILLE;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;40000;N;N;N;Oui;NSP;N;;;;O;;;;;;VOSS
982530;PROF;V5;2022-12-30;2026-03-03;58709394;"ATELIERS DE L'IMAGE";;01014;N07;2017-12-31;;31/12;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;3-1;MARSEILLE;2022-12-30;2023-01-10;1;;;;LOC;E;AUT;;;N;N;;360;;;;N;N;0;0;N;0;;;;2023-01-10;;;;;20000;;;;;;;;;;;;;;;;;;40000;;;;;;;;;;;;;;;;;;;10;"AV E ALLARD";;;13011;MARSEILLE;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;40000;N;N;N;Oui;NSP;N;;;;O;;;;;;VOSS
982531;PROF;V5;2022-12-30;2026-03-03;58709394;"ATELIERS DE L'IMAGE";;01014;N07;2017-12-31;;31/12;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;4-1;MARSEILLE;2022-12-30;2023-01-10;1;;;;LOC;E;AUT;;;N;N;;390;;;;N;N;0;0;N;0;;;;2023-01-10;;;;;20000;;;;;;;;;;;;;;;;;;40000;;;;;;;;;;;;;;;;;;;3-5;"RUE DE CASSIS";;;13008;MARSEILLE;;FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;40000;N;N;N;Oui;NSP;N;;;;O;;;;;;VOSS
1224674;RI&GAR;;2024-04-12;2026-03-03;049721760;"SAS LIMOISE DISTRIBUTION";108919;00640;N17;;;;A;100;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS LIMOISE DISTRIBUTION";1070726;"CC ELECLERC";2024-04-12;2025-07-16;1;964T1;;;NR;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-16;;19263070;;;14498712;;10952478;;3546234;;;;;;;;33761782;19190430;24;;;;38380860;;;;;;;;;;;;;;;;;;;5;"Rue De La Limoise";"5 Rue De La Limoise";;36100;Issoudun;"5 Rue De La Limoise, 36100 Issoudun";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;72142642;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1224675;RI&GAR;;2024-04-12;2026-03-03;049721760;"SAS LIMOISE DISTRIBUTION";108919;00640;N17;;;;A;100;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS LIMOISE DISTRIBUTION";1070792;"DRIVE ET RESERVE";2024-04-12;2025-07-16;1;964T1;;;NR;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-16;;500000;;;1000000;;500000;;500000;;;;;;;;1500000;0;12;;;;0;;;;;;;;;;;;;;;;;;;;"Rue De La Limoise";"Rue De La Limoise";;36100;Issoudun;"Rue De La Limoise, 36100 Issoudun";FRANCE;2.0027999291773324;46.958982824875434;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;1500000;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1224676;RI&GAR;;2024-04-12;2026-03-03;049721760;"SAS LIMOISE DISTRIBUTION";108919;00640;N17;;;;A;100;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS LIMOISE DISTRIBUTION";1070820;"DEPOT DE CARBURANT";2024-04-12;2025-07-16;1;964T1;;;NR;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-07-16;;500000;;;500000;;500000;;0;;;;;;;;1000000;0;12;;;;0;;;;;;;;;;;;;;;;;;;;"Rue De La Limoise";"Rue De La Limoise";;36100;Issoudun;"Rue De La Limoise, 36100 Issoudun";FRANCE;2.0031628264857217;46.95713662100111;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;1000000;O;O;N;Oui;NSP;N;;;;O;;;;;;COLINAR
1224677;RI&GAR;;2024-04-12;2026-03-03;049721760;"SAS LIMOISE DISTRIBUTION";108919;00640;N17;;;;A;100;R.I.;4;;;;0;Agence;GUERET;0;;;;;0;"SAS LIMOISE DISTRIBUTION";1070794;Stockage;2024-04-12;;1;964T1;;;;MCP;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;500000;;;500000;;0;;500000;;;;;;;;1000000;0;12;;;;0;;;;;;;;;;;;;;;;;;;;"Rue De La Limoise";"Rue De La Limoise";;36400;Issoudun;"Rue De La Limoise, 36100 Issoudun";FRANCE;2.00064;46.95671;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;1000000;O;O;N;Oui;;N;;;;O;;;;;;GATEUIM
987232;PROF;V5;2022-12-30;2026-03-03;58229178;"OGEC DU COLLEGE ET D";;01014;N07;2017-08-01;;01/08;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;1;REDON;2023-01-10;;1;;;;LOC;E;;;;N;N;;13697;;;;N;N;0;0;N;0;;;;;;;;;990000;;;;;;;;;;;;;;;;;;;;25000000;;;;;;;;;;;;;;;;;;"PLACE SAINT SAUVEUR";;;35600;REDON;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;DHORNEC
987233;PROF;V5;2022-12-30;2026-03-03;58229178;"OGEC DU COLLEGE ET D";;01014;N07;2017-08-01;;01/08;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;2;REDON;2023-01-10;;1;;;;LOC;E;;;;N;N;;15900;;;;N;N;0;0;N;0;;;;;;;;;500000;;;;;;;;;;;;;;;;;;;;25000000;;;;;;;;;;;;;;;;;22;"RUE ST MICHEL";;;35600;REDON;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;0;N;N;N;Oui;;N;;;;O;;;;;;DHORNEC
987234;PROF;V5;2022-12-30;2026-03-03;58229178;"OGEC DU COLLEGE ET D";;01014;N07;2017-08-01;;01/08;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;a-1;;;;;;;;;;;;;;;;13697;;;;;;;;;;;;;;;;;;990000;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;35600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHORNEC
987235;PROF;V5;2022-12-30;2026-03-03;58229178;"OGEC DU COLLEGE ET D";;01014;N07;2017-08-01;;01/08;A;100;F.F.B.;4;;;;0;Agence;;0;;;;;0;DHORNEC;a-2;;;;;;;;;;;;;;;;15900;;;;;;;;;;;;;;;;;;500000;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;35600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DHORNEC
87729;RI&GAR;V5;2022-03-21;2026-03-03;Z055004794;COHEN;488368;01121;N05;1986-07-10;2021-04-23;1510;A;100;R.I.;4;;;;0;;VERSPIEREN;0;;;;;1;;1;;2018-06-01;;1;;;;PNO;NR;C;;;N;N;;130;;596;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/31;"rue de Chabrol";;;75010;PARIS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
87730;RI&GAR;V5;2022-03-21;2026-03-03;Z055004794;COHEN;488368;01121;N05;1986-07-10;2021-04-23;1510;A;100;R.I.;4;;;;0;;VERSPIEREN;0;;;;;1;;2;;2018-06-01;;1;;;;PNO;NR;H;;;N;N;;9;;41;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;"rue de Chabrol";;;75010;PARIS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
87731;RI&GAR;V5;2022-03-21;2026-03-03;Z055004794;COHEN;488368;01121;N05;1986-07-10;2021-04-23;1510;A;100;R.I.;4;;;;0;;VERSPIEREN;0;;;;;1;;3;;2018-06-01;;1;;;;PNO;NR;H;;;N;N;;50;;229;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;"rue du chemin vert";;;75011;PARIS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
87732;RI&GAR;V5;2022-03-21;2026-03-03;Z055004794;COHEN;488368;01121;N05;1986-07-10;2021-04-23;1510;A;100;R.I.;4;;;;0;;VERSPIEREN;0;;;;;1;;4;;2018-06-01;;1;;;;PNO;NR;C;;;N;N;;33;;151;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;"rue lallier";;;75009;PARIS;;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
1759841;RI&GAR;;2025-02-25;2026-03-03;61220227;"VERT MARINE";488192;00640;;;;;A;100;R.I.;4;;;;80000000;Courtage;VERLINGUE;0;;;;;0;BERRANGER;a-1;;2025-02-25;2025-08-22;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-08-22;;85955947;;;;;;;0;;;;;;;;85955947;2480806;;;;;;;;;;;;;;;;;;;;;;;;;"Rue du Médecin Général";"Rue du Médecin Général";;28000;CHARTRES;"rue du Médecin Général 28000 CHARTRES";FRANCE;1.510225;48.454653;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;85955947;N;N;N;Oui;NSP;N;;;;O;;;;;;GRENIMC
1759843;RI&GAR;;2025-02-25;2026-03-03;61220227;"VERT MARINE";488192;00640;;;;;A;100;R.I.;4;;;;80000000;Courtage;VERLINGUE;0;;;;;0;BERRANGER;a-2;;2025-02-25;;1;;;;;;;;;N;N;;;;;;N;N;0;0;N;0;;;;;;69839207;;;;;0;;431077;;;;;;;;70270284;854286;;;;;;;;;;;;;;;;;;;;;;;;;;"12 BD Fernand Bonnefoy";;13570;MARSEILLE;;FRANCE;;;;;;;;;;;;;;;;;"Allianz France";H016;N;;;;;;;;;Oui;70270284;N;N;N;Oui;;N;;;;O;;;;;;TANGNI
1759845;RI&GAR;;2025-02-25;2026-03-03;61220227;"VERT MARINE";488192;00640;;;;;A;100;R.I.;4;;;;80000000;Courtage;VERLINGUE;0;;;;;0;BERRANGER;a-3;;2025-02-25;2025-08-22;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-08-22;;54582026;;;;;;;0;;;;;;;;54582026;1290081;;;;;;;;;;;;;;;;;;;;;;;;2;"rue de la Chapelle";"rue de la Chapelle";;77990;"LE MESNIL AMELOT";"2 rue de la Chapelle 77990 LE MESNIL AMELOT";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;54582026;N;N;N;Oui;NSP;N;;;;O;;;;;;GRENIMC
1759847;RI&GAR;;2025-02-25;2026-03-03;61220227;"VERT MARINE";488192;00640;;;;;A;100;R.I.;4;;;;80000000;Courtage;VERLINGUE;0;;;;;0;BERRANGER;a-4;;2025-02-25;2025-08-22;1;;;;NR;;;;;N;N;;;;;;N;N;0;0;N;0;;;;2025-08-22;;51474198;;;;;;;638797;;;;;;;;52112995;1900619;;;;;;;;;;;;;;;;;;;;;;;;359;"rue Aristide Briand";"Rue Aristide Briand";;87000;LIMOGES;"359 rue Aristide Briand 87000 LIMOGES";FRANCE;;;;;;;;;;;;;;;;SECONDAIRE;"Allianz France";H016;O;;;;;;;;;Oui;52112995;N;N;N;Oui;NSP;N;;;;O;;;;;;GRENIMC
87740;RI&GAR;V5;2022-03-21;2026-03-03;Z055059177;SENEE;486023;01121;N25;1989-05-23;;0107;A;100;R.I.;4;;;;0;;"S A T E C";0;;;;;1;;1;;2018-06-01;;1;;;;PNO;NR;A;;;N;N;;60;;195;;N;N;0;0;N;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;"rue Jonart";;;06160;"JUAN LES PINS";;;;;;;;;;;;;;;;;;;"Allianz France";H016;oui;;;;;;;;;Oui;;NON;NON;NON;Oui;;NON;;;;NON;;;;;;
